,ID,RA,DEC
421,12470.0,53.1713235,-27.7978099
422,12511.0,53.0509677,-27.7973605
423,12516.0,53.0283434,-27.7975798
424,12529.0,53.1403058,-27.7975256
425,12530.0,53.0295241,-27.7968779
426,12543.0,53.0565492,-27.797
427,12550.0,53.0851425,-27.7969524
428,12567.0,53.1629988,-27.7976578
429,12596.0,53.1704262,-27.7972979
430,12616.0,53.1688136,-27.7969441
431,12624.0,53.1668951,-27.7987375
432,12668.0,53.1737646,-27.7963384
433,12670.0,53.1485141,-27.7969021
434,12672.0,53.0262486,-27.796537
435,12699.0,53.1993581,-27.7956105
436,12702.0,53.137771,-27.7955464
437,12743.0,53.1696872,-27.7970172
438,12751.0,53.1588038,-27.7971557
439,12752.0,53.124235,-27.7953628
440,12770.0,53.1405865,-27.7956178
441,12796.0,53.1433355,-27.7952658
442,12799.0,53.1746137,-27.7953789
443,12809.0,53.1526912,-27.7956332
444,12832.0,53.1270635,-27.7950472
445,12839.0,53.1674766,-27.7951916
446,12855.0,53.1807048,-27.7954255
447,12858.0,53.1516176,-27.796432
448,12893.0,53.1422421,-27.7954037
449,12938.0,53.1264602,-27.7942919
450,12988.0,53.0581816,-27.7938499
451,12999.0,53.1271236,-27.7938564
452,13012.0,53.1723848,-27.793924
453,13047.0,53.0257728,-27.7937863
454,13061.0,53.0947575,-27.793658
455,13066.0,53.1650674,-27.793659
456,13073.0,53.152572,-27.7938433
457,13137.0,53.121595,-27.7928059
458,13152.0,53.1741361,-27.7940052
459,13162.0,53.0996852,-27.7942891
460,13183.0,53.1679399,-27.7927261
461,13252.0,53.0391547,-27.7920767
462,13271.0,53.15126,-27.7924061
463,13295.0,53.043698,-27.7923478
464,13308.0,53.2112074,-27.7922827
465,13340.0,53.0808716,-27.79122
466,13373.0,53.1331413,-27.7910132
467,13397.0,53.1740405,-27.7910126
468,13414.0,53.1606476,-27.7917475
469,13506.0,53.1368873,-27.7906609
470,13508.0,53.1540401,-27.7908903
471,13552.0,53.1604174,-27.7903692
472,13586.0,53.1250836,-27.7907759
473,13587.0,53.1902054,-27.7898511
474,13649.0,53.149936,-27.7904637
475,13721.0,53.1915349,-27.7891755
476,13751.0,53.0287588,-27.7894815
477,13788.0,53.0293794,-27.788739
478,13811.0,53.2011498,-27.7881449
479,13849.0,53.1242079,-27.7887464
480,13854.0,53.1522822,-27.7879766
481,13871.0,53.1738666,-27.7884913
482,13975.0,53.1655341,-27.7881268
483,13994.0,53.1772202,-27.7873143
484,14020.0,53.0858345,-27.7874959
485,14037.0,53.1808219,-27.7873277
486,14040.0,53.1479843,-27.7876864
487,14042.0,53.1492899,-27.7885251
488,14091.0,53.1831289,-27.7871529
489,14096.0,53.0816285,-27.7864639
490,14191.0,53.1737242,-27.7871105
491,14195.0,53.0735026,-27.7867491
492,14196.0,53.1922316,-27.7860119
493,14198.0,53.2126632,-27.7859432
494,14257.0,53.1367862,-27.7860909
495,14258.0,53.1317111,-27.7855577
496,14263.0,53.1616646,-27.7874301
497,14309.0,53.1917166,-27.7851032
498,14329.0,53.0565042,-27.7854489
499,14332.0,53.2055306,-27.7855083
500,14362.0,53.2023117,-27.7854286
501,14378.0,53.1786763,-27.7849564
502,14424.0,53.1921752,-27.7845449
503,14447.0,53.0720176,-27.7856684
504,14456.0,53.1490505,-27.7850583
505,14479.0,53.1458986,-27.7846948
506,14505.0,53.0738287,-27.7841516
507,14524.0,53.1297986,-27.7840843
508,14533.0,53.1669704,-27.7847073
509,14586.0,53.1771584,-27.7840872
510,14587.0,53.1784856,-27.7840349
511,14598.0,53.186026,-27.7839912
512,14602.0,53.0610872,-27.7840825
513,14611.0,53.0758793,-27.7832983
514,14670.0,53.1822427,-27.7833118
515,14678.0,53.1842086,-27.7835066
516,14704.0,53.0622478,-27.7832656
517,14716.0,53.2163161,-27.7827106
518,14792.0,53.1298652,-27.7822552
519,14837.0,53.200552,-27.7820897
520,14908.0,53.2131802,-27.7820278
521,14932.0,53.0215553,-27.7814989
522,14947.0,53.1614335,-27.7817072
523,14949.0,53.0889221,-27.7819574
524,14969.0,53.1468878,-27.781772
525,15011.0,53.1817296,-27.7829921
526,15012.0,53.1743179,-27.7825209
527,15015.0,53.1490227,-27.7819584
528,15079.0,53.1301532,-27.7808609
529,15086.0,53.153464,-27.7809793
530,15139.0,53.1979638,-27.7800636
531,15163.0,53.190398,-27.7799557
532,15194.0,53.1173514,-27.7801034
533,15218.0,53.1428326,-27.7799186
534,15220.0,53.1332331,-27.7797913
535,15237.0,53.1305172,-27.7796859
536,15267.0,53.1528663,-27.7801208
537,15271.0,53.1453835,-27.7797453
538,15290.0,53.2216788,-27.7790585
539,15293.0,53.1545185,-27.7797185
540,15297.0,53.1820312,-27.7795452
541,15298.0,53.1449278,-27.7794791
542,15397.0,53.0384681,-27.7787308
543,15430.0,53.0403404,-27.7784914
544,15432.0,53.1461483,-27.779882
545,15482.0,53.1801971,-27.7790004
546,15485.0,53.1885272,-27.7788307
547,15517.0,53.1556467,-27.779298
548,15518.0,53.144492,-27.7790288
549,15547.0,53.1453477,-27.7788371
550,15555.0,53.1999385,-27.7776111
551,15558.0,53.1135923,-27.7774542
552,15565.0,53.1492089,-27.778801
553,15591.0,53.1582871,-27.7774498
554,15614.0,53.148896,-27.7775046
555,15622.0,53.2050479,-27.7768663
556,15656.0,53.0739969,-27.7777951
557,15750.0,53.1727984,-27.7763584
558,15766.0,53.1833664,-27.77611
559,15768.0,53.1833576,-27.7763826
560,15778.0,53.1304511,-27.7758809
561,15789.0,53.1538187,-27.7763367
562,15798.0,53.1600765,-27.7763563
563,15903.0,53.1305542,-27.7752126
564,15939.0,53.2038771,-27.7747849
565,15972.0,53.1595841,-27.7745731
566,16065.0,53.0522028,-27.7747699
567,16082.0,53.1833402,-27.7737757
568,16132.0,53.1441667,-27.7735519
569,16146.0,53.1987562,-27.7734031
570,16150.0,53.1507432,-27.7743444
571,16151.0,53.1584438,-27.7739679
572,16160.0,53.0781377,-27.7742133
573,16179.0,53.1639164,-27.7732174
574,16274.0,53.1310797,-27.773108
575,16277.0,53.1641949,-27.7729049
576,16280.0,53.0966979,-27.7723382
577,16281.0,53.1528773,-27.7724983
578,16328.0,53.0745564,-27.7724426
579,16338.0,53.0444591,-27.7717821
580,16346.0,53.1487142,-27.7729468
581,16428.0,53.2022045,-27.7711945
582,16430.0,53.1937948,-27.7712904
583,16437.0,53.1478141,-27.7713623
584,16444.0,53.1446546,-27.7711112
585,16486.0,53.2070942,-27.771283
586,16490.0,53.1316223,-27.7708717
587,16522.0,53.2034037,-27.7703306
588,16527.0,53.1560472,-27.7709472
589,16579.0,53.2010563,-27.7705086
590,16586.0,53.0469486,-27.7707033
591,16601.0,53.1135221,-27.7700281
592,16604.0,53.0730619,-27.7704602
593,16629.0,53.1544632,-27.7714349
594,16641.0,53.2290967,-27.7695828
595,16645.0,53.1514047,-27.7709887
596,16680.0,53.1442419,-27.7690585
597,16732.0,53.1522834,-27.7700851
598,16777.0,53.0953104,-27.7686668
599,16818.0,53.195221,-27.7678645
600,16827.0,53.1699386,-27.7683337
601,16841.0,53.1955206,-27.7680032
602,16844.0,53.0453957,-27.7681624
603,16899.0,53.0462976,-27.7673186
604,16905.0,53.0656058,-27.7678661
605,16934.0,53.1655647,-27.7697908
606,16970.0,53.1117888,-27.7671805
607,16985.0,53.0939231,-27.7677224
608,17027.0,53.153815,-27.7673086
609,17158.0,53.0962201,-27.766137
610,17172.0,53.1477776,-27.7656201
611,17227.0,53.1638739,-27.7653182
612,17255.0,53.1880661,-27.7646789
613,17284.0,53.1649178,-27.7651151
614,17338.0,53.1901118,-27.7640951
615,17354.0,53.0975043,-27.763926
616,17374.0,53.1721669,-27.7636447
617,17420.0,53.0343237,-27.7638417
618,17456.0,53.1474107,-27.763221
619,17488.0,53.0840687,-27.7636976
620,17673.0,53.14109,-27.7618482
621,17688.0,53.1521619,-27.7611656
622,17793.0,53.1676869,-27.7599315
623,17810.0,53.2062227,-27.7601994
624,17813.0,53.2242976,-27.7598852
625,17824.0,53.1722644,-27.7606224
626,17857.0,53.2062149,-27.7595009
627,17864.0,53.1003985,-27.7597631
628,17879.0,53.1411875,-27.7592428
629,17926.0,53.156738,-27.7589355
630,17937.0,53.1027626,-27.7593336
631,17973.0,53.1914751,-27.758522
632,17987.0,53.1652647,-27.7582955
633,18023.0,53.0905117,-27.7582571
634,18092.0,53.0138323,-27.7573587
635,18109.0,53.0371039,-27.7572421
636,18176.0,53.2189171,-27.7569345
637,18182.0,53.0139245,-27.7568165
638,18262.0,53.1512438,-27.755934
639,18320.0,53.013515,-27.7552331
640,18334.0,53.1503137,-27.7554931
641,18353.0,53.0994125,-27.7550251
642,18393.0,53.1028009,-27.756047
643,18406.0,53.2021641,-27.7549194
644,18426.0,53.0828728,-27.7549674
645,18493.0,53.2218942,-27.7541053
646,18509.0,53.0780465,-27.754003
647,18528.0,53.1878218,-27.7534326
648,18555.0,53.0229972,-27.753259
649,18609.0,53.1473444,-27.7534982
650,18691.0,53.1650104,-27.7518976
651,18705.0,53.1624941,-27.7519222
652,18882.0,53.0257109,-27.7505209
653,18936.0,53.0547987,-27.7503102
654,18980.0,53.0213353,-27.7504305
655,18991.0,53.0541037,-27.7499216
656,19051.0,53.0780445,-27.7496847
657,19104.0,53.1528762,-27.7492439
658,19149.0,53.1492273,-27.748589
659,19158.0,53.1938936,-27.7488334
660,19181.0,53.1105937,-27.7483843
661,19185.0,53.1264844,-27.7503101
662,19242.0,53.1937622,-27.7477866
663,19246.0,53.195443,-27.7475573
664,19262.0,53.1558189,-27.7491388
665,19274.0,53.1038531,-27.7476619
666,19276.0,53.0202879,-27.7476057
667,19314.0,53.1030673,-27.7472873
668,19323.0,53.2078637,-27.7471538
669,19413.0,53.2014646,-27.7470981
670,19425.0,53.0056418,-27.745532
671,19452.0,53.045839,-27.7498313
672,19494.0,53.1455307,-27.7451852
673,19498.0,53.1884485,-27.7451933
674,19504.0,53.1329149,-27.7458092
675,19520.0,53.2056534,-27.7449579
676,19548.0,53.0725566,-27.7444385
677,19549.0,53.0488214,-27.7456137
678,19630.0,53.0794733,-27.74419
679,19700.0,53.1949845,-27.7441628
680,19760.0,53.151297,-27.7429086
681,19797.0,53.1090119,-27.7425585
682,19802.0,53.1589172,-27.7426723
683,19809.0,53.1686572,-27.7421408
684,19824.0,53.0205794,-27.7421504
685,19833.0,53.0652325,-27.742898
686,19837.0,53.0639675,-27.7421614
687,19895.0,53.1620837,-27.7413974
688,19935.0,53.1508209,-27.7418206
689,19960.0,53.2017063,-27.7406781
690,20047.0,53.1117687,-27.7401548
691,20090.0,53.0478595,-27.7398248
692,20213.0,53.1088739,-27.7385708
693,20229.0,53.1810974,-27.7382506
694,20232.0,53.0478484,-27.7393913
695,20242.0,53.197031,-27.7381738
696,20253.0,53.1929134,-27.738362
697,20331.0,53.0953904,-27.737627
698,20343.0,53.0424586,-27.7378622
699,20401.0,53.0198402,-27.7367306
700,20417.0,53.1206151,-27.736584
701,20447.0,53.0454776,-27.7374923
702,20482.0,53.1924515,-27.7359928
703,20540.0,53.1000724,-27.7356157
704,20558.0,53.1708892,-27.73565
705,20568.0,53.0988163,-27.7365907
706,20628.0,53.1026958,-27.7354577
707,20659.0,53.1828388,-27.7349113
708,20672.0,53.1812832,-27.7341712
709,20790.0,53.1744481,-27.7332998
710,20792.0,53.0034534,-27.73347
711,20825.0,53.194143,-27.7333014
712,20831.0,53.0344919,-27.7334466
713,20834.0,53.1882684,-27.7337201
714,20861.0,53.1713081,-27.7329443
715,20884.0,53.0650061,-27.7326907
716,20905.0,53.1862944,-27.7336404
717,20936.0,53.1178322,-27.734301
718,21007.0,53.132624,-27.7322948
719,21098.0,53.1313598,-27.7307951
720,21103.0,53.0780132,-27.731026
721,21236.0,53.1818082,-27.7299209
722,21299.0,53.1722795,-27.7289391
723,21331.0,53.0467149,-27.7286995
724,21355.0,53.1773276,-27.7282356
725,21357.0,53.0442858,-27.7282001
726,21398.0,53.0145449,-27.7279195
727,21459.0,53.1857732,-27.7273466
728,21470.0,53.0914316,-27.727435
729,21527.0,53.0432933,-27.7271258
730,21564.0,53.1810888,-27.7268127
731,21568.0,53.0729921,-27.7268059
732,21624.0,53.090249,-27.7262749
733,21679.0,53.1809017,-27.7262834
734,21735.0,53.0628228,-27.7264618
735,21786.0,53.0182278,-27.7253215
736,21819.0,53.1251338,-27.7246933
737,21852.0,53.1888382,-27.725581
738,21891.0,53.0203681,-27.7246771
739,21897.0,53.142011,-27.7245651
740,21922.0,53.1745158,-27.7253593
741,21923.0,53.1926705,-27.7239803
742,21937.0,53.0065886,-27.7241686
743,22079.0,53.1619602,-27.722659
744,22123.0,53.1228269,-27.7228044
745,22236.0,53.10911,-27.7214939
746,22376.0,53.0656809,-27.7203816
747,22435.0,53.0578649,-27.7200877
748,22467.0,53.1819515,-27.7189167
749,22539.0,53.1873668,-27.7191868
750,22549.0,53.1253127,-27.7185316
751,22562.0,53.1291357,-27.7182978
752,22602.0,53.1653218,-27.7185377
753,22608.0,53.0935692,-27.7177291
754,22611.0,53.0586036,-27.7177039
755,22613.0,53.1160348,-27.7182855
756,22649.0,53.1539981,-27.7175581
757,22702.0,53.0408236,-27.7190648
758,22711.0,53.0437577,-27.7191636
759,22849.0,53.0705375,-27.6956544
760,22878.0,53.1536826,-27.7071838
761,22915.0,53.0208177,-27.7066669
762,22917.0,53.0315484,-27.7072734
763,23095.0,53.1604153,-27.7077479
764,23170.0,53.1574375,-27.7090163
765,23179.0,53.1305455,-27.7095715
766,23249.0,53.0404791,-27.7107155
767,23312.0,53.1121808,-27.7110372
768,23375.0,53.1173939,-27.710787
769,23449.0,53.1263786,-27.7112469
770,23482.0,53.0146121,-27.7125391
771,23486.0,53.1183841,-27.7129369
772,23509.0,53.1348328,-27.7133618
773,23567.0,53.1370142,-27.7128503
774,23568.0,53.0980823,-27.713706
775,23615.0,53.1680004,-27.7113536
776,23632.0,53.1171903,-27.7134094
777,23714.0,53.0104115,-27.7140792
778,23842.0,53.1390094,-27.7152869
779,23888.0,53.1231701,-27.7155784
780,24004.0,53.1592637,-27.6682332
781,24006.0,53.1405869,-27.6729781
782,24019.0,53.1420756,-27.6681991
783,24150.0,53.1679902,-27.6669552
784,24211.0,53.1317224,-27.6690133
785,24280.0,53.1015604,-27.6769226
786,24351.0,53.1636264,-27.6655092
787,24358.0,53.1580721,-27.6737668
788,24552.0,53.1205215,-27.6810337
789,24768.0,53.1036304,-27.6800937
790,24809.0,53.1234419,-27.6827284
791,24854.0,53.105437,-27.6868793
792,24884.0,53.156878,-27.6809828
793,24896.0,53.1456239,-27.6852483
794,24991.0,53.0858181,-27.6867475
795,25025.0,53.0827618,-27.6861444
796,25151.0,53.1433323,-27.6900943
797,25213.0,53.065133,-27.6898493
798,25239.0,53.1453579,-27.6902429
799,25285.0,53.1345631,-27.6906532
800,25308.0,53.0792916,-27.691369
801,25355.0,53.1124497,-27.692628
802,25391.0,53.0761694,-27.6916083
803,25478.0,53.111644,-27.6915545
804,25514.0,53.1613782,-27.6943473
805,25635.0,53.0408847,-27.6968594
806,25715.0,53.0946848,-27.6946506
807,25870.0,53.1135583,-27.6904778
808,25873.0,53.133659,-27.6986513
809,25952.0,53.1211362,-27.6980751
810,25981.0,53.01325,-27.6985961
811,26074.0,53.1087095,-27.7000536
812,26085.0,53.0740749,-27.700128
813,26136.0,53.1454344,-27.6980053
814,26222.0,53.1117066,-27.698995
815,26236.0,53.1133356,-27.6977131
816,26252.0,53.0942927,-27.7009161
817,26355.0,53.034484,-27.7032739
818,26459.0,53.1290229,-27.7021682
819,26464.0,53.1254021,-27.7033751
820,26474.0,53.033715,-27.7050711
821,26496.0,53.0206631,-27.7008296
822,26554.0,53.1411618,-27.7010895
823,26637.0,53.1048567,-27.7052183
824,26654.0,53.0626031,-27.7025194
825,26688.0,53.0948044,-27.7032234
826,26736.0,53.110028,-27.7078607
827,26766.0,53.0624063,-27.7069132
828,26774.0,53.1483754,-27.7043089
